2019-11-03 11:07:43.770 INFO  --- [main] cn.deercare.SpringBootMvnWebApplication Line:50  - Starting SpringBootMvnWebApplication on MacBook-Pro.local with PID 1014 (/Users/jiangyuan/JAVA/git/crowdfunding/crowdfunding-web/target/classes started by jiangyuan in /Users/jiangyuan/JAVA/git/crowdfunding)
2019-11-03 11:07:43.774 DEBUG --- [main] cn.deercare.SpringBootMvnWebApplication Line:53  - Running with Spring Boot v2.1.8.RELEASE, Spring v5.1.9.RELEASE
2019-11-03 11:07:43.775 INFO  --- [main] cn.deercare.SpringBootMvnWebApplication Line:652 - The following profiles are active: dev
2019-11-03 11:07:44.746 DEBUG --- [main] org.apache.ibatis.logging.LogFactory Line:105 - Logging initialized using 'class org.apache.ibatis.logging.slf4j.Slf4jImpl' adapter.
2019-11-03 11:07:44.749 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:437 - Identified candidate component class: file [/Users/jiangyuan/JAVA/git/crowdfunding/crowdfunding-core/target/classes/cn/deercare/mapper/OrderMapper.class]
2019-11-03 11:07:44.750 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:437 - Identified candidate component class: file [/Users/jiangyuan/JAVA/git/crowdfunding/crowdfunding-core/target/classes/cn/deercare/mapper/OrderWechatMapper.class]
2019-11-03 11:07:44.750 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:437 - Identified candidate component class: file [/Users/jiangyuan/JAVA/git/crowdfunding/crowdfunding-core/target/classes/cn/deercare/mapper/ProjectHotelMapper.class]
2019-11-03 11:07:44.750 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:437 - Identified candidate component class: file [/Users/jiangyuan/JAVA/git/crowdfunding/crowdfunding-core/target/classes/cn/deercare/mapper/ProjectIncomeMapper.class]
2019-11-03 11:07:44.751 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:437 - Identified candidate component class: file [/Users/jiangyuan/JAVA/git/crowdfunding/crowdfunding-core/target/classes/cn/deercare/mapper/ProjectMapper.class]
2019-11-03 11:07:44.751 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:437 - Identified candidate component class: file [/Users/jiangyuan/JAVA/git/crowdfunding/crowdfunding-core/target/classes/cn/deercare/mapper/ProjectPaymentMapper.class]
2019-11-03 11:07:44.751 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:437 - Identified candidate component class: file [/Users/jiangyuan/JAVA/git/crowdfunding/crowdfunding-core/target/classes/cn/deercare/mapper/UserMapper.class]
2019-11-03 11:07:44.752 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:437 - Identified candidate component class: file [/Users/jiangyuan/JAVA/git/crowdfunding/crowdfunding-core/target/classes/cn/deercare/mapper/UserProjectMapper.class]
2019-11-03 11:07:44.752 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:437 - Identified candidate component class: file [/Users/jiangyuan/JAVA/git/crowdfunding/crowdfunding-core/target/classes/cn/deercare/mapper/UserWechatMapper.class]
2019-11-03 11:07:44.753 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:49  - Creating MapperFactoryBean with name 'orderMapper' and 'cn.deercare.mapper.OrderMapper' mapperInterface
2019-11-03 11:07:44.754 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:49  - Enabling autowire by type for MapperFactoryBean with name 'orderMapper'.
2019-11-03 11:07:44.754 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:49  - Creating MapperFactoryBean with name 'orderWechatMapper' and 'cn.deercare.mapper.OrderWechatMapper' mapperInterface
2019-11-03 11:07:44.754 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:49  - Enabling autowire by type for MapperFactoryBean with name 'orderWechatMapper'.
2019-11-03 11:07:44.754 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:49  - Creating MapperFactoryBean with name 'projectHotelMapper' and 'cn.deercare.mapper.ProjectHotelMapper' mapperInterface
2019-11-03 11:07:44.755 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:49  - Enabling autowire by type for MapperFactoryBean with name 'projectHotelMapper'.
2019-11-03 11:07:44.755 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:49  - Creating MapperFactoryBean with name 'projectIncomeMapper' and 'cn.deercare.mapper.ProjectIncomeMapper' mapperInterface
2019-11-03 11:07:44.755 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:49  - Enabling autowire by type for MapperFactoryBean with name 'projectIncomeMapper'.
2019-11-03 11:07:44.755 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:49  - Creating MapperFactoryBean with name 'projectMapper' and 'cn.deercare.mapper.ProjectMapper' mapperInterface
2019-11-03 11:07:44.756 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:49  - Enabling autowire by type for MapperFactoryBean with name 'projectMapper'.
2019-11-03 11:07:44.756 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:49  - Creating MapperFactoryBean with name 'projectPaymentMapper' and 'cn.deercare.mapper.ProjectPaymentMapper' mapperInterface
2019-11-03 11:07:44.756 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:49  - Enabling autowire by type for MapperFactoryBean with name 'projectPaymentMapper'.
2019-11-03 11:07:44.756 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:49  - Creating MapperFactoryBean with name 'userMapper' and 'cn.deercare.mapper.UserMapper' mapperInterface
2019-11-03 11:07:44.757 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:49  - Enabling autowire by type for MapperFactoryBean with name 'userMapper'.
2019-11-03 11:07:44.758 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:49  - Creating MapperFactoryBean with name 'userProjectMapper' and 'cn.deercare.mapper.UserProjectMapper' mapperInterface
2019-11-03 11:07:44.758 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:49  - Enabling autowire by type for MapperFactoryBean with name 'userProjectMapper'.
2019-11-03 11:07:44.758 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:49  - Creating MapperFactoryBean with name 'userWechatMapper' and 'cn.deercare.mapper.UserWechatMapper' mapperInterface
2019-11-03 11:07:44.758 DEBUG --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:49  - Enabling autowire by type for MapperFactoryBean with name 'userWechatMapper'.
2019-11-03 11:07:44.769 WARN  --- [main] org.mybatis.spring.mapper.ClassPathMapperScanner Line:44  - No MyBatis mapper was found in '[com.deercare.mapper]' package. Please check your configuration.
2019-11-03 11:07:45.542 DEBUG --- [main] cn.deercare.SpringBootMvnWebApplication$1 Line:81  - Code archive: /Users/jiangyuan/.m2/repository/org/springframework/boot/spring-boot/2.1.8.RELEASE/spring-boot-2.1.8.RELEASE.jar
2019-11-03 11:07:45.542 DEBUG --- [main] cn.deercare.SpringBootMvnWebApplication$1 Line:125 - Code archive: /Users/jiangyuan/.m2/repository/org/springframework/boot/spring-boot/2.1.8.RELEASE/spring-boot-2.1.8.RELEASE.jar
2019-11-03 11:07:45.542 DEBUG --- [main] cn.deercare.SpringBootMvnWebApplication$1 Line:149 - None of the document roots [src/main/webapp, public, static] point to a directory and will be ignored.
2019-11-03 11:07:45.602 INFO  --- [main] org.apache.coyote.http11.Http11NioProtocol Line:173 - Initializing ProtocolHandler ["https-jsse-nio-443"]
2019-11-03 11:07:45.618 INFO  --- [main] org.apache.coyote.http11.Http11NioProtocol Line:173 - Initializing ProtocolHandler ["http-nio-80"]
2019-11-03 11:07:45.647 INFO  --- [main] org.apache.catalina.core.StandardService Line:173 - Starting service [Tomcat]
2019-11-03 11:07:45.648 INFO  --- [main] org.apache.catalina.core.StandardEngine Line:173 - Starting Servlet engine: [Apache Tomcat/9.0.24]
2019-11-03 11:07:45.790 INFO  --- [main] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] Line:173 - Initializing Spring embedded WebApplicationContext
2019-11-03 11:07:45.812 DEBUG --- [main] com.github.xiaoymin.swaggerbootstrapui.configuration.SecurityConfiguration Line:39  - swagger.production:null
2019-11-03 11:07:46.360 DEBUG --- [main] com.baomidou.mybatisplus.extension.spring.MybatisSqlSessionFactoryBean Line:49  - Registered plugin: 'com.github.pagehelper.PageHelper@3b481bf5'
2019-11-03 11:07:46.494 DEBUG --- [main] com.baomidou.mybatisplus.core.MybatisConfiguration Line:80  - addMappedStatement: cn.deercare.mapper.OrderMapper.insert
2019-11-03 11:07:46.505 DEBUG --- [main] com.baomidou.mybatisplus.core.MybatisConfiguration Line:80  - addMappedStatement: cn.deercare.mapper.OrderMapper.delete
2019-11-03 11:07:46.508 DEBUG --- [main] com.baomidou.mybatisplus.core.MybatisConfiguration Line:80  - addMappedStatement: cn.deercare.mapper.OrderMapper.deleteByMap
2019-11-03 11:07:46.544 DEBUG --- [main] com.baomidou.mybatisplus.core.MybatisConfiguration Line:80  - addMappedStatement: cn.deercare.mapper.OrderMapper.deleteById
2019-11-03 11:07:46.548 DEBUG --- [main] com.baomidou.mybatisplus.core.MybatisConfiguration Line:80  - addMappedStatement: cn.deercare.mapper.OrderMapper.deleteBatchIds
